,post,type,symptom,label
5161,"I feel emotionally numb and drained all the time, and I've noticed I'm either overeating or not eating at all, which is causing noticeable weight changes.",clinical,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
5162,"Despite feeling a constant sense of tiredness and emotional heaviness, I can't seem to control my eating, leading to significant weight gain.",clinical,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
5163,"I am experiencing prolonged sadness, accompanied by fatigue and irregular eating patterns, including episodes of binge eating and severe weight changes.",clinical,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
5164,"I find myself in a persistent state of depression, with a lack of energy and motivation, leading to drastic fluctuations in my weight due to erratic eating behaviors.",clinical,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
5165,I can't shake this feeling of emptiness and I'm so tired all the time; I've gained weight because I either eat nothing or binge eat.,colloquial,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
5166,"I'm feeling so down and exhausted, and my eating is all over the place—sometimes I eat everything in sight, other times nothing at all.",colloquial,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
5167,"I'm just so tired and sad these days, and I can't stop eating when I'm stressed, but other times I have no appetite at all.",colloquial,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
5168,"I feel like I'm carrying this heavy sadness all the time, and I'm so fatigued that it's hard to get up, plus my weight is up and down because my eating is so erratic.",colloquial,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
5169,"I can't seem to find the energy to do anything, and I'm constantly feeling down, which makes me either eat a lot or not at all, causing weight changes.",colloquial,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
5170,"I exhibit a combination of hyperactivity and agitation, persistent low mood, and significant sleep disturbance, characterized by difficulty sitting still, feelings of persistent sadness, and frequent waking during the night.",clinical,"['Depressed_Mood', 'Hyperactivity_agitation', 'Sleep_disturbance']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
5171,"I experience restless sleep and prolonged episodes of insomnia, alongside feelings of emotional numbness and a constant need to be moving or doing something.",clinical,"['Depressed_Mood', 'Hyperactivity_agitation', 'Sleep_disturbance']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
5172,"There are persistent feelings of sadness and a pervasive sense of gloom that coincide with excessive talking, disruptive pacing, and repeated nighttime awakenings.",clinical,"['Depressed_Mood', 'Hyperactivity_agitation', 'Sleep_disturbance']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
5173,"Despite experiencing an emotionally heavy and tearful mood, I struggle with initial insomnia and exhibit frequent interruptions during conversations.",clinical,"['Depressed_Mood', 'Hyperactivity_agitation', 'Sleep_disturbance']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
5174,"I have difficulty relaxing due to restlessness and agitation, often feeling empty or numb, which is compounded by waking too early and being unable to fall back asleep.",clinical,"['Depressed_Mood', 'Hyperactivity_agitation', 'Sleep_disturbance']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
5175,"I'm always on the move, can't sit still, and constantly feel sad. Plus, I can never get a good night's sleep; I'm either up all night or waking up tired.",colloquial,"['Depressed_Mood', 'Hyperactivity_agitation', 'Sleep_disturbance']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
5176,"I don't know what's worse, the restless nights or the endless feeling of emptiness during the day. I can't stop moving or talking, it's like I'm stuck on fast-forward.",colloquial,"['Depressed_Mood', 'Hyperactivity_agitation', 'Sleep_disturbance']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
5177,"My mind won't shut up at night, and I feel like I'm dragging a cloud of sadness everywhere I go. I'm always fidgeting, can't sit still, and constantly interrupting people.",colloquial,"['Depressed_Mood', 'Hyperactivity_agitation', 'Sleep_disturbance']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
5178,"I feel so down and restless all the time. I just want to sit still and relax, but I can't, and my sleep is a mess; I wake up a million times a night.",colloquial,"['Depressed_Mood', 'Hyperactivity_agitation', 'Sleep_disturbance']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
5179,"I'm running on empty, can't stop moving, and haven't had decent sleep in ages. I can't remember the last time I felt happy or even okay.",colloquial,"['Depressed_Mood', 'Hyperactivity_agitation', 'Sleep_disturbance']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
5180,"I experience persistent feelings of sadness and emptiness, often accompanied by recurrent thoughts of death, and a profound sense of worthlessness.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
5181,The pervasive sense of gloom that I feel is intertwined with recurrent suicidal ideation and a constant feeling of guilt over minor past failings I can’t seem to shake off.,clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
5182,"I often find myself tearful, plagued by thoughts of self-harm while being overburdened with self-blame and feelings of low self-worth.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
5183,"Experiencing a persistent low mood, together with frequent suicidal ideas, often leads me to harsh self-criticism and guilt over trivial events.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
5184,"I feel emotionally numb, haunted by images of my own death, and held captive by a distorted belief in my own worthlessness.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
5185,"I feel so empty and often think about just not being here anymore, like maybe I don't deserve to be because I'm always screwing up.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
5186,"Some days, I'm just crying all the time, thinking about ending it because I can't stand how worthless I feel.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
5187,I keep having these thoughts about dying and I can't help but blame myself for everything that's gone wrong in my life.,colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
5188,"I just feel so heavy and gloomy all the time, like I'm trapped in this cycle of self-loathing and suicidal thoughts.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
5189,I'm constantly overwhelmed by sadness and can't stop thinking about how maybe everyone would be better off without me.,colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
5190,"I experience a pervasive sense of gloom that coexists with markedly diminished interest in significant activities, and I frequently forget daily tasks.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
5191,"I feel emotionally numb and detached from others, and this lack of motivation is compounded by a struggle to recall recent events or information.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
5192,"Persistent feelings of sadness have led to a significant reduction in my engagement with activities, alongside an inability to remember recent conversations.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
5193,"I experience persistent low mood and a profound loss of interest in previously enjoyable hobbies, and I often forget appointments or scheduled tasks.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
5194,"There is an emotional heaviness that coincides with my inability to initiate tasks, and it is further exacerbated by frequent lapses in memory.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
5195,"I can't shake this sadness, and I don’t care about anything anymore. I keep forgetting what I was supposed to do today.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
5196,"I feel so empty all the time and have no motivation to do anything. Plus, lately, I can’t remember things like I used to.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
5197,"I’m just not interested in life or people anymore. This sadness won’t leave, and I keep losing my keys and missing appointments.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
5198,"I’ve been feeling really down and disconnected from everyone, and to top it off, my memory is terrible these days.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
5199,"I’m so numb and unmotivated, I can’t even remember what I did yesterday.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
5200,"I have been experiencing a persistent low mood and find myself feeling irritable and angry for no reason, coupled with a pervasive sense of worthlessness.",clinical,"['Depressed_Mood', 'Anger_Irritability', 'Worthlessness_and_guilty']","[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
5201,"I often feel emotionally numb, and my irritation seems to escalate quickly, leading me to blame myself for even small things.",clinical,"['Depressed_Mood', 'Anger_Irritability', 'Worthlessness_and_guilty']","[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
5202,"There's a constant emotional heaviness that makes me tearful, and minor annoyances trigger disproportionate anger, accompanied by intense feelings of guilt and self-criticism.",clinical,"['Depressed_Mood', 'Anger_Irritability', 'Worthlessness_and_guilty']","[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
5203,"I experience frequent crying spells, and my irritability often leads to verbal aggression, which I subsequently feel guilty about.",clinical,"['Depressed_Mood', 'Anger_Irritability', 'Worthlessness_and_guilty']","[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
5204,"I have persistent feelings of sadness and despair, with an increased tendency to react angrily, followed by excessive guilt and self-reproach.",clinical,"['Depressed_Mood', 'Anger_Irritability', 'Worthlessness_and_guilty']","[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
5205,"I just feel so empty and can't stop snapping at people over nothing, and then I end up hating myself for it.",colloquial,"['Depressed_Mood', 'Anger_Irritability', 'Worthlessness_and_guilty']","[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
5206,"I'm so tired of being sad all the time and getting angry over stupid stuff, only to end up feeling like a terrible person.",colloquial,"['Depressed_Mood', 'Anger_Irritability', 'Worthlessness_and_guilty']","[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
5207,"Sometimes I feel like I'm just going through the motions, but then I blow up and feel so guilty afterward.",colloquial,"['Depressed_Mood', 'Anger_Irritability', 'Worthlessness_and_guilty']","[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
5208,"I can't shake this sadness and everything annoys me, and then I can't help but blame myself for not being better.",colloquial,"['Depressed_Mood', 'Anger_Irritability', 'Worthlessness_and_guilty']","[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
5209,"Feeling down sucks, and I know I get angry too easily, which makes me feel like I'm a bad person.",colloquial,"['Depressed_Mood', 'Anger_Irritability', 'Worthlessness_and_guilty']","[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
5210,"I experience significant weight fluctuations alongside a profound loss of interest in activities, coupled with persistent insomnia.",clinical,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]"
5211,"I exhibit recurrent episodes of binge eating, cannot maintain sleep throughout the night, and have markedly diminished desire for previously enjoyable hobbies.",clinical,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]"
5212,"I have started experiencing a significant decrease in appetite, chronic sleep disturbance, and an inability to engage in social or pleasurable activities.",clinical,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]"
5213,"I find myself eating excessively without hunger, experiencing difficulty falling asleep, and enduring a pervasive lack of motivation in both personal and professional pursuits.",clinical,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]"
5214,"I have been forcing myself to eat despite the lack of interest, struggling with middle insomnia, and exhibiting a persistent inability to feel joy in life.",clinical,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]"
5215,"I keep eating even when I'm not hungry, can't sleep right, and just don't care about things anymore.",colloquial,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]"
5216,"I've been eating way too much junk, can't get a good night's sleep, and nothing seems fun these days.",colloquial,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]"
5217,"No appetite, can't sleep through the night, and I feel like I've lost all interest in everything.",colloquial,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]"
5218,"I've been eating like crazy, hardly sleeping, and I just can't bring myself to do anything I used to like.",colloquial,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]"
5219,"I've gained weight, can't sleep well, and nothing excites me anymore.",colloquial,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]"
5220,"I experience significant fluctuations in my weight due to my inability to control my eating habits, alongside persistent fatigue and ongoing sleep disturbances characterized by initial insomnia and frequent nocturnal awakenings.",clinical,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5221,"Despite recurring episodes of binge eating leading to noticeable weight gain, I constantly feel drained of energy, and my sleep is disrupted by nightly insomnia and restless awakenings.",clinical,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5222,"My appetite is unpredictable, swinging between excessive eating and complete disinterest, while my energy levels remain low, and I endure restless, unsatisfying sleep almost every night.",clinical,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5223,"I have been experiencing a significant decrease in appetite, resulting in weight loss, accompanied by unrelenting fatigue and severe sleep disturbances, including difficulty maintaining sleep through the night.",clinical,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5224,"Despite consuming large amounts of food and gaining weight, I suffer from persistent exhaustion and severe insomnia, characterized by difficulty both falling and staying asleep.",clinical,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5225,I can't stop eating and gain weight even though I'm always tired and can't sleep through the night.,colloquial,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5226,"Lately, I eat until I'm painfully full and gain weight, but I always feel too tired to do anything, and I can't get a good night's sleep.",colloquial,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5227,"My appetite is all over the place, and I'm either eating too much or not at all, while my energy is nonexistent and sleep just doesn't refresh me.",colloquial,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5228,"I eat a lot even when I'm not hungry and feel exhausted all the time, but my sleep is messed up with constant waking up at night.",colloquial,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5229,"Even though I have no energy and can't sleep well, I find myself binge eating and putting on weight.",colloquial,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5230,"I present with recurrent suicidal ideation, a persistent depressed mood, and pervasive pessimism about personal growth.",clinical,"['Depressed_Mood', 'Pessimism', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
5231,"I experience frequent crying spells, and my thoughts are consumed with planning a suicide attempt as I feel hopeless about the future.",clinical,"['Depressed_Mood', 'Pessimism', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
5232,"I am overwhelmed by persistent thoughts of self-harm, accompanied by feelings of emptiness and a belief that my efforts will never lead to success.",clinical,"['Depressed_Mood', 'Pessimism', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
5233,"I feel emotionally numb, frequently considering suicide as I remain discouraged about any possibility of future improvement.",clinical,"['Depressed_Mood', 'Pessimism', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
5234,"My experiences include imagining scenarios of my own death, maintaining a pervasive sense of melancholy, and expecting failure in most aspects of my life.",clinical,"['Depressed_Mood', 'Pessimism', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
5235,"I just don't see the point of anything anymore. I'm always crying, and I can't stop thinking about how to make it all end.",colloquial,"['Depressed_Mood', 'Pessimism', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
5236,"Sometimes, I just want to give up because I feel like my future is going nowhere, and the thought of death seems like the only escape.",colloquial,"['Depressed_Mood', 'Pessimism', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
5237,"I feel so empty and hopeless, like nothing will ever change, and part of me keeps planning how to say goodbye.",colloquial,"['Depressed_Mood', 'Pessimism', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
5238,"Every day feels heavy and pointless, and I can't shake off the thoughts of ending it all because I don't believe anything good is coming.",colloquial,"['Depressed_Mood', 'Pessimism', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
5239,"I can't stop picturing my own death, feeling like I'm trapped in sadness, and I just know that things will never get better.",colloquial,"['Depressed_Mood', 'Pessimism', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
5240,"I present with significant fatigue and exhaustion, consistently experiencing a low mood, sleep disturbances, and markedly diminished interest in previously enjoyable activities.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
5241,"I've been struggling with feelings of pervasive sadness, constant tiredness, disrupted sleep patterns, and a noticeable decline in motivation and interest in daily activities.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
5242,"I experience persistent fatigue that is not alleviated by sleep, accompanied by a depressed mood, significant sleep disturbances, and a lack of motivation or interest in activities I once found meaningful.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
5243,"The patient reports a sustained low mood, significant fatigue even with adequate sleep, disrupted sleep patterns, and a diminished interest in both social and personal activities.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
5244,"I have a persistent low mood, severe fatigue, difficulty maintaining a regular sleep schedule, and a pronounced decrease in interest and motivation towards daily tasks and previously enjoyed hobbies.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
5245,"I feel so heavy and tired all the time, and even though I try to sleep, it doesn't help. I just can't shake this sadness, and nothing seems interesting anymore.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
5246,"I'm so worn out, like I can't get enough sleep no matter how long I stay in bed. Everything feels pointless, and the sadness just won't go away.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
5247,"It's like I'm constantly exhausted and sad, and even sleeping doesn't fix it. I can't find the energy to care about anything I used to love.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
5248,"I just don't have the energy for anything anymore. I sleep but wake up tired, and it's like nothing makes me happy or interested.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
5249,I'm always drained and can't sleep well. I'm stuck in this sad place where nothing excites me anymore.,colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
5250,I am constantly overwhelmed by an inability to maintain focus at work and the persistent belief that I'm inherently inadequate.,clinical,"['Depressed_Mood', 'Inattention', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
5251,"Despite my efforts, I struggle to complete tasks, and it compounds my unrelenting sense of sadness and self-reproach.",clinical,"['Depressed_Mood', 'Inattention', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
5252,"My attempts to organize my daily responsibilities falter, contributing to a pervasive sense of worthlessness and melancholy.",clinical,"['Depressed_Mood', 'Inattention', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
5253,"I find it difficult to sustain attention on important tasks, which exacerbates my feelings of guilt and a deep-seated emptiness.",clinical,"['Depressed_Mood', 'Inattention', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
5254,"The continual misplacement of items essential for my duties reflects a broader pattern of inattention, coupled with persistent depressive mood and self-critical thoughts.",clinical,"['Depressed_Mood', 'Inattention', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
5255,I can't focus on anything for more than a few minutes and it just makes me feel even more useless and sad.,colloquial,"['Depressed_Mood', 'Inattention', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
5256,I keep losing things and can't finish what I start; it makes me feel like I'm just not good enough.,colloquial,"['Depressed_Mood', 'Inattention', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
5257,"I can't concentrate on anything, and all I feel is this heavy sadness and guilt about everything.",colloquial,"['Depressed_Mood', 'Inattention', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
5258,"I start tasks, but my mind drifts, leaving me with this overwhelming sadness and a feeling that I'm just a failure.",colloquial,"['Depressed_Mood', 'Inattention', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
5259,"I zone out a lot, which makes me feel pretty bad about myself because I can't seem to do anything right.",colloquial,"['Depressed_Mood', 'Inattention', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
