,post,type,symptom,description,label
2229,"I'm sleeping a lot less than I normally do, and it's really frustrating.",colloquial,Sleep_disturbance,I sleep a lot less than usual,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2230,"I experience difficulty initiating sleep on most nights, which is consistent with initial insomnia.",clinical,Sleep_disturbance,Initial insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2231,"Every night, I lie in bed for hours before I can finally fall asleep.",colloquial,Sleep_disturbance,Initial insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2232,"It takes me more than 30 minutes to fall asleep, indicating issues with sleep onset.",clinical,Sleep_disturbance,Initial insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2233,I just can't seem to fall asleep no matter how tired I am.,colloquial,Sleep_disturbance,Initial insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2234,My sleep latency regularly extends beyond the normal range.,clinical,Sleep_disturbance,Initial insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2235,"Every night, I toss and turn, struggling to fall asleep.",colloquial,Sleep_disturbance,Initial insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2236,I consistently encounter prolonged periods of wakefulness before sleep onset.,clinical,Sleep_disturbance,Initial insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2237,"No matter what I do, sleep just won't come to me at night.",colloquial,Sleep_disturbance,Initial insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2238,I experience a significant delay before I can initiate sleep.,clinical,Sleep_disturbance,Initial insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2239,"Falling asleep takes forever, it’s like my mind won’t shut off.",colloquial,Sleep_disturbance,Initial insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2240,I experience a significantly reduced need for sleep and often function on minimal rest.,clinical,Sleep_disturbance,Decreased need for sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2241,I don’t need as much sleep as I used to and can get by with just a few hours.,colloquial,Sleep_disturbance,Decreased need for sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2242,"Despite sleeping less than usual, I do not feel the need to increase my sleep duration.",clinical,Sleep_disturbance,Decreased need for sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2243,"I hardly sleep, but I still feel like I can keep going without it.",colloquial,Sleep_disturbance,Decreased need for sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2244,There is a persistent decrease in my requirement for sleep each night.,clinical,Sleep_disturbance,Decreased need for sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2245,"I barely sleep these days, and it doesn't seem to bother me.",colloquial,Sleep_disturbance,Decreased need for sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2246,"My sleep duration has decreased, yet I continue to function without noticeable impairment.",clinical,Sleep_disturbance,Decreased need for sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2247,I feel like I can stay up all night and still be fine the next day.,colloquial,Sleep_disturbance,Decreased need for sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2248,I consistently require less sleep than before and do not feel fatigued as a result.,clinical,Sleep_disturbance,Decreased need for sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2249,"I just don't need to sleep as much anymore, and I'm still okay.",colloquial,Sleep_disturbance,Decreased need for sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2250,"I experience significant difficulty initiating sleep, often taking more than an hour to fall asleep on most nights.",clinical,Sleep_disturbance,Difficulty falling asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2251,"Every night, I lie awake in bed, unable to fall asleep for hours.",colloquial,Sleep_disturbance,Difficulty falling asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2252,"I find myself unable to initiate sleep promptly, with prolonged sleep latency leading to inadequate rest.",clinical,Sleep_disturbance,Difficulty falling asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2253,"It feels like no matter what I try, I can't seem to fall asleep quickly at night.",colloquial,Sleep_disturbance,Difficulty falling asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2254,"My sleep onset latency is consistently delayed, often exceeding 60 minutes before I can fall asleep.",clinical,Sleep_disturbance,Difficulty falling asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2255,I just can't seem to drift off to sleep; I end up staring at the ceiling for ages.,colloquial,Sleep_disturbance,Difficulty falling asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2256,"I struggle with delayed sleep phase, making it difficult for me to fall asleep at a conventional time.",clinical,Sleep_disturbance,Difficulty falling asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2257,"No matter how tired I am, I can't fall asleep quickly, and it drives me crazy.",colloquial,Sleep_disturbance,Difficulty falling asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2258,"I suffer from prolonged periods of wakefulness before sleep onset, affecting my overall sleep duration.",clinical,Sleep_disturbance,Difficulty falling asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2259,Lying in bed for hours without being able to fall asleep is so frustrating.,colloquial,Sleep_disturbance,Difficulty falling asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2260,"I experience frequent awakenings during the night, disrupting my sleep cycle.",clinical,Sleep_disturbance,Difficulty staying asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2261,I wake up multiple times every night and can't seem to get a full night's rest.,colloquial,Sleep_disturbance,Difficulty staying asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2262,"I find myself waking up several times throughout the night, which prevents me from feeling rested.",clinical,Sleep_disturbance,Difficulty staying asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2263,"I keep waking up at night, and it's so frustrating because I just want to sleep.",colloquial,Sleep_disturbance,Difficulty staying asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2264,"My sleep is frequently interrupted by periods of wakefulness, affecting my overall rest.",clinical,Sleep_disturbance,Difficulty staying asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2265,"I can never stay asleep the whole night. I'm always waking up, and it's exhausting.",colloquial,Sleep_disturbance,Difficulty staying asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2266,I experience disrupted sleep with frequent awakenings that hinder continuous restful sleep.,clinical,Sleep_disturbance,Difficulty staying asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2267,"Every night I wake up over and over again, and it's really starting to wear me down.",colloquial,Sleep_disturbance,Difficulty staying asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2268,My ability to maintain sleep is impaired due to recurrent awakenings during the night.,clinical,Sleep_disturbance,Difficulty staying asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2269,"I keep waking up in the middle of the night, and it's like I can't get any real sleep anymore.",colloquial,Sleep_disturbance,Difficulty staying asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2270,I am experiencing fragmented sleep with frequent awakenings throughout the night.,clinical,Sleep_disturbance,Restless sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2271,I can't sleep through the night; I keep waking up every few hours.,colloquial,Sleep_disturbance,Restless sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2272,"My sleep pattern is characterized by repeated disturbances, resulting in a non-restorative sleep experience.",clinical,Sleep_disturbance,Restless sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2273,I keep tossing and turning all night and can't stay asleep.,colloquial,Sleep_disturbance,Restless sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2274,"My nocturnal rest is frequently interrupted, leading to an overall diminished sleep quality.",clinical,Sleep_disturbance,Restless sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2275,I wake up constantly and never feel rested in the morning.,colloquial,Sleep_disturbance,Restless sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2276,"I am experiencing repeated nocturnal awakenings, which disrupt my sleep continuity.",clinical,Sleep_disturbance,Restless sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2277,"My sleep is so broken up, I don't feel like I get any real rest.",colloquial,Sleep_disturbance,Restless sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2278,"I have ongoing issues with sleep maintenance, characterized by multiple arousals during the night.",clinical,Sleep_disturbance,Restless sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2279,I wake up over and over at night and can't get back to sleep.,colloquial,Sleep_disturbance,Restless sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2280,"I experience frequent awakenings throughout the night and struggle to return to sleep, resulting in non-restorative sleep patterns.",clinical,Sleep_disturbance,"Restless, unsatisfying sleep","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2281,I can't remember the last time I had a good night's rest. I keep waking up every couple of hours.,colloquial,Sleep_disturbance,"Restless, unsatisfying sleep","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2282,"I suffer from persistent difficulties with sleep initiation and maintenance, leading to inadequate sleep quality.",clinical,Sleep_disturbance,"Restless, unsatisfying sleep","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2283,"I toss and turn all night, and I wake up feeling like I haven't slept at all.",colloquial,Sleep_disturbance,"Restless, unsatisfying sleep","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2284,"My sleep is characterized by repeated disturbances and a lack of deep, restorative phases.",clinical,Sleep_disturbance,"Restless, unsatisfying sleep","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2285,I feel like I'm awake more than I'm asleep during the night.,colloquial,Sleep_disturbance,"Restless, unsatisfying sleep","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2286,"I have issues with maintaining sleep continuity, resulting in fragmented and unrefreshing sleep.",clinical,Sleep_disturbance,"Restless, unsatisfying sleep","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2287,I just can't get comfortable at night; I'm always waking up and can't go back to sleep.,colloquial,Sleep_disturbance,"Restless, unsatisfying sleep","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2288,My sleep patterns are disrupted by frequent arousals and a lack of satisfaction upon waking.,clinical,Sleep_disturbance,"Restless, unsatisfying sleep","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2289,It's like I never really fall into a deep sleep; I'm always waking up.,colloquial,Sleep_disturbance,"Restless, unsatisfying sleep","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2290,I experience difficulty initiating and maintaining sleep most nights.,clinical,Sleep_disturbance,Difficulty sleeping,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2291,I can't fall asleep easily and wake up multiple times during the night.,colloquial,Sleep_disturbance,Difficulty sleeping,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2292,"My sleep cycle is frequently disrupted, leading to inadequate rest.",clinical,Sleep_disturbance,Difficulty sleeping,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2293,I'm up half the night and can’t seem to stay asleep.,colloquial,Sleep_disturbance,Difficulty sleeping,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2294,I suffer from prolonged sleep latency and frequent nocturnal awakenings.,clinical,Sleep_disturbance,Difficulty sleeping,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2295,"I just can't get to sleep, and even when I do, I wake up a lot.",colloquial,Sleep_disturbance,Difficulty sleeping,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2296,I experience fragmented sleep with multiple disturbances throughout the night.,clinical,Sleep_disturbance,Difficulty sleeping,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2297,I'm always tossing and turning and can't get a good night's sleep.,colloquial,Sleep_disturbance,Difficulty sleeping,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2298,My nights are characterized by recurrent awakenings and an inability to return to sleep.,clinical,Sleep_disturbance,Difficulty sleeping,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2299,I hardly get any sleep; I'm awake more than I'm asleep.,colloquial,Sleep_disturbance,Difficulty sleeping,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2300,I experience prolonged periods without sleep and still do not feel fatigue.,clinical,Sleep_disturbance,"Going for days without sleep, yet not feeling tired","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2301,"I haven't been sleeping for days, but I don't feel tired at all.",colloquial,Sleep_disturbance,"Going for days without sleep, yet not feeling tired","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2302,"Despite the absence of sleep over several days, I do not feel lethargic.",clinical,Sleep_disturbance,"Going for days without sleep, yet not feeling tired","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2303,"It's been days since I last slept, and I still have tons of energy.",colloquial,Sleep_disturbance,"Going for days without sleep, yet not feeling tired","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2304,I can go multiple days without sleep and maintain my energy levels.,clinical,Sleep_disturbance,"Going for days without sleep, yet not feeling tired","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2305,"I haven't slept in what feels like forever, but I still don't feel sleepy.",colloquial,Sleep_disturbance,"Going for days without sleep, yet not feeling tired","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2306,There are extended periods when I do not sleep but do not experience exhaustion.,clinical,Sleep_disturbance,"Going for days without sleep, yet not feeling tired","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2307,I've been up for days straight and don't even feel the need to crash.,colloquial,Sleep_disturbance,"Going for days without sleep, yet not feeling tired","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2308,"Consistently, over several nights, I am unable to sleep and do not feel the effects of sleep deprivation.",clinical,Sleep_disturbance,"Going for days without sleep, yet not feeling tired","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2309,"I can't remember the last time I slept, and I'm still not feeling tired at all.",colloquial,Sleep_disturbance,"Going for days without sleep, yet not feeling tired","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2310,I experience persistent difficulty initiating sleep despite having the opportunity to do so.,clinical,Sleep_disturbance,Insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2311,I just can't seem to fall asleep no matter how tired I feel.,colloquial,Sleep_disturbance,Insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2312,I often wake up multiple times during the night and struggle to return to sleep.,clinical,Sleep_disturbance,Insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2313,"I'm up half the night, waking up every couple of hours.",colloquial,Sleep_disturbance,Insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2314,I consistently wake up earlier than intended and cannot resume sleeping.,clinical,Sleep_disturbance,Insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2315,I keep waking up way too early and can't get back to sleep.,colloquial,Sleep_disturbance,Insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2316,There is a marked reduction in the duration and quality of my sleep.,clinical,Sleep_disturbance,Insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2317,"I barely sleep at night and when I do, it's not restful at all.",colloquial,Sleep_disturbance,Insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2318,I report non-restorative sleep despite adequate sleep opportunity.,clinical,Sleep_disturbance,Insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2319,"Even if I manage to sleep, I wake up feeling like I haven't slept at all.",colloquial,Sleep_disturbance,Insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2320,I experience frequent awakenings during the night and have difficulty returning to sleep.,clinical,Sleep_disturbance,Middle insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2321,I wake up in the middle of the night and can't fall back asleep.,colloquial,Sleep_disturbance,Middle insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2322,"I find myself waking up multiple times throughout the night, disrupting my sleep continuity.",clinical,Sleep_disturbance,Middle insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2323,I keep waking up at night and it takes forever to get back to sleep.,colloquial,Sleep_disturbance,Middle insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2324,I am unable to maintain sleep due to persistent nocturnal awakenings.,clinical,Sleep_disturbance,Middle insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2325,I just can't stay asleep at night; I wake up and lie awake for hours.,colloquial,Sleep_disturbance,Middle insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2326,I struggle with maintaining sleep because I wake up several times and have trouble resuming sleep.,clinical,Sleep_disturbance,Middle insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2327,I wake up in the night and I'm wide awake for no reason.,colloquial,Sleep_disturbance,Middle insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2328,I have difficulty sustaining sleep as I experience multiple awakenings during the night.,clinical,Sleep_disturbance,Middle insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2329,I keep waking up at night and it's hard to fall back asleep.,colloquial,Sleep_disturbance,Middle insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2330,I experience recurrent nightmares that disrupt my sleep several times a week.,clinical,Sleep_disturbance,Nightmares,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2331,I can't remember the last time I had a peaceful night's sleep without waking up in terror.,colloquial,Sleep_disturbance,Nightmares,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2332,My sleep pattern is characterized by frequent awakenings due to distressing dreams.,clinical,Sleep_disturbance,Nightmares,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2333,"Every time I fall asleep, I end up waking in a panic because of my nightmares.",colloquial,Sleep_disturbance,Nightmares,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2334,I have persistent nightmares that result in significant distress and sleep disturbance.,clinical,Sleep_disturbance,Nightmares,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2335,I dread going to bed because I know I'll have horrible dreams.,colloquial,Sleep_disturbance,Nightmares,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2336,"Upon waking, I frequently recall vivid and distressing dream content.",clinical,Sleep_disturbance,Nightmares,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2337,These nightmares are killing my sleep; I wake up every night soaked in sweat.,colloquial,Sleep_disturbance,Nightmares,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2338,"Nightmares occur almost nightly, contributing to a disrupted sleep cycle.",clinical,Sleep_disturbance,Nightmares,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2339,I'm tired of waking up scared from these bad dreams all the time.,colloquial,Sleep_disturbance,Nightmares,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2340,I experience sudden awakenings characterized by intense anxiety and fear during the night.,clinical,Sleep_disturbance,Nocturnal panic attacks,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2341,I wake up in the middle of the night in a panic and can't calm down.,colloquial,Sleep_disturbance,Nocturnal panic attacks,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2342,"During sleep, I have abrupt episodes of panic, causing me to wake up terrified.",clinical,Sleep_disturbance,Nocturnal panic attacks,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2343,"I often snap awake at night freaking out, my heart racing.",colloquial,Sleep_disturbance,Nocturnal panic attacks,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2344,I experience nocturnal episodes of acute panic that disrupt my sleep.,clinical,Sleep_disturbance,Nocturnal panic attacks,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2345,I keep waking up in the night feeling like I'm having a panic attack.,colloquial,Sleep_disturbance,Nocturnal panic attacks,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2346,My sleep is frequently interrupted by sudden and severe panic attacks.,clinical,Sleep_disturbance,Nocturnal panic attacks,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2347,I can't stay asleep because I keep getting jolted awake in panic.,colloquial,Sleep_disturbance,Nocturnal panic attacks,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2348,I am often roused from sleep by intense panic without any apparent trigger.,clinical,Sleep_disturbance,Nocturnal panic attacks,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2349,"Most nights, I wake up scared like something terrible is happening.",colloquial,Sleep_disturbance,Nocturnal panic attacks,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2350,"I am experiencing prolonged sleep episodes, sleeping much longer than the typical eight hours without feeling rested.",clinical,Sleep_disturbance,Prolonged sleep episodes at night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2351,I just can't seem to wake up in the morning and end up sleeping for 10 to 12 hours straight.,colloquial,Sleep_disturbance,Prolonged sleep episodes at night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2352,"My sleep duration has significantly increased, as I sleep for extended periods each night.",clinical,Sleep_disturbance,Prolonged sleep episodes at night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2353,It's like my body is stuck in sleep mode; I can't get myself out of bed even after sleeping forever.,colloquial,Sleep_disturbance,Prolonged sleep episodes at night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2354,"I find myself sleeping for excessive lengths of time, often exceeding the normal range of sleep duration.",clinical,Sleep_disturbance,Prolonged sleep episodes at night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2355,I slept for 11 hours last night and still felt like I could sleep more.,colloquial,Sleep_disturbance,Prolonged sleep episodes at night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2356,"I notice I have prolonged nocturnal sleep episodes, consistently sleeping for more than nine hours each night.",clinical,Sleep_disturbance,Prolonged sleep episodes at night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2357,I don't get why I need so much sleep; I can easily crash for 10 hours or more every night.,colloquial,Sleep_disturbance,Prolonged sleep episodes at night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2358,"There is a notable increase in my sleep time, with uninterrupted sleep spanning several extra hours beyond what is typical.",clinical,Sleep_disturbance,Prolonged sleep episodes at night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2359,"I can't help but sleep too long, like 12 hours a night, and it's getting frustrating.",colloquial,Sleep_disturbance,Prolonged sleep episodes at night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2360,I experience excessive daytime sleepiness despite obtaining adequate nighttime sleep.,clinical,Sleep_disturbance,Increased daytime sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2361,"I can't stop falling asleep during the day, even after sleeping all night.",colloquial,Sleep_disturbance,Increased daytime sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2362,"I frequently fall asleep during daylight hours, which interferes with my daily functioning.",clinical,Sleep_disturbance,Increased daytime sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2363,I find myself dozing off in the middle of the day no matter how much I slept last night.,colloquial,Sleep_disturbance,Increased daytime sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2364,I have been experiencing prolonged periods of sleep during the daytime.,clinical,Sleep_disturbance,Increased daytime sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2365,I keep sleeping during the day and it's getting really annoying.,colloquial,Sleep_disturbance,Increased daytime sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2366,I am unable to maintain alertness during the day due to excessive sleep.,clinical,Sleep_disturbance,Increased daytime sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2367,"I can't help but nap a lot during the day, even when I'm not tired.",colloquial,Sleep_disturbance,Increased daytime sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
